id,sentence,difficulty,difficulty_encoded,sentence_length,word_count,average_word_length,pos_tags,unique_word_count,type_token_ratio,clause_count,long_word_count,sentence_length_words,long_sentence
3098,"Et puis la France, comme la plupart des pays du monde, doit importer les matières premières inexistantes sur son sol et ne fabrique plus la totalité des produits sur son territoire",B2,3,180,31,4.838709677419355,"Counter({'NOUN': 8, 'DET': 6, 'ADP': 6, 'CCONJ': 3, 'VERB': 3, 'PUNCT': 2, 'ADJ': 2, 'ADV': 2, 'PROPN': 1})",26,0.8387096774193549,2,8,31,1
3099,"Un dépliant de 4 pages distribué en 13 millions d'exemplaires ""pour fen finir avec les idées reçues"" et démontrer qu l'on ne pourrait vivre dans un monde ""sans amour et zéro papier """,B2,3,182,33,4.545454545454546,"Counter({'ADP': 7, 'VERB': 7, 'NOUN': 6, 'PUNCT': 4, 'DET': 3, 'PRON': 3, 'NUM': 2, 'ADJ': 2, 'CCONJ': 2, 'SCONJ': 1, 'ADV': 1})",32,0.9696969696969697,0,6,33,1
3100,Les hommes les entourent.,A1,0,25,4,5.5,"Counter({'DET': 2, 'NOUN': 2, 'PUNCT': 1})",4,1.0,0,1,4,0
3101,"L'histoire, l'éducation civique tout ça c'est bien, mais ça ne nous prépare pas à trouver du travail.",A2,1,101,17,5.0,"Counter({'PRON': 4, 'NOUN': 3, 'PUNCT': 3, 'ADV': 3, 'DET': 2, 'ADJ': 2, 'VERB': 2, 'ADP': 2, 'AUX': 1, 'CCONJ': 1})",16,0.9411764705882353,2,3,17,1
3102,Il se sent plus à l'aise avec une tenue vestimentaire classique,B1,2,63,11,4.818181818181818,"Counter({'PRON': 2, 'ADP': 2, 'DET': 2, 'NOUN': 2, 'ADJ': 2, 'VERB': 1, 'ADV': 1})",11,1.0,0,2,11,0
3103,"Pas question d'être 13 à table, ça porterait malheur",B2,3,52,9,4.888888888888889,"Counter({'NOUN': 2, 'ADP': 2, 'ADV': 1, 'AUX': 1, 'NUM': 1, 'PUNCT': 1, 'PRON': 1, 'VERB': 1, 'ADJ': 1})",9,1.0,1,2,9,0
3104,"Derrière ces jeunes, il y a très souvent des parents en grande difficulté à cause de la pauvreté ou du chômage.",B1,2,111,21,4.333333333333333,"Counter({'ADP': 6, 'NOUN': 5, 'DET': 2, 'PUNCT': 2, 'PRON': 2, 'ADV': 2, 'AUX': 1, 'ADJ': 1, 'VERB': 1, 'CCONJ': 1})",21,1.0,1,4,21,1
3105,"Et pour éviter les risques de tricherie, les élèves n'auront pas le droit d'utiliser de messagerie instantanée, pas plus que les traducteurs automatiques, et leurs écrans seront de toute façon contrôlés, de manière aléatoire, par des surveillants.",B2,3,247,37,5.702702702702703,"Counter({'NOUN': 10, 'ADP': 7, 'DET': 7, 'PUNCT': 6, 'VERB': 5, 'ADV': 4, 'ADJ': 3, 'CCONJ': 2, 'SCONJ': 1})",31,0.8378378378378378,5,10,37,1
3106,"Limercati trouva ce projet d'un ridicule achevé, et la comtesse s'aperçut que chez elle le mépris avait tué l'amour.",C1,4,116,19,5.157894736842105,"Counter({'NOUN': 7, 'DET': 5, 'ADP': 2, 'PUNCT': 2, 'PRON': 2, 'VERB': 2, 'PROPN': 1, 'CCONJ': 1, 'SCONJ': 1, 'AUX': 1})",19,1.0,1,5,19,1
3107,"Je vais à l'école à Nice, mais j'habite à Cagnes-Sur-Mer",A1,0,56,10,4.7,"Counter({'ADP': 3, 'PRON': 2, 'VERB': 2, 'NOUN': 2, 'DET': 1, 'PUNCT': 1, 'CCONJ': 1, 'PROPN': 1})",8,0.8,1,2,10,0
3108,"Cette première étape est celle de l'apprentissage de l'autre, celle où chacun souhaite vaincre ses craintes et relever le défi.",C2,5,127,20,5.4,"Counter({'DET': 5, 'NOUN': 4, 'VERB': 4, 'PRON': 4, 'ADP': 2, 'PUNCT': 2, 'ADJ': 1, 'AUX': 1, 'CCONJ': 1})",18,0.9,1,5,20,1
3109,L'une s'appelle Jennifer et elle a 21 ans et l'autre s'appelle Ashley et elle a 22 ans,A1,0,86,17,4.117647058823529,"Counter({'PRON': 5, 'VERB': 4, 'DET': 3, 'CCONJ': 3, 'PROPN': 2, 'NUM': 2, 'NOUN': 2})",11,0.6470588235294118,0,3,17,1
3110,"Plutôt limité auparavant, pour des raisons de coût, aux couches les plus favorisées, le recours au soutien scolaire gagne aujourd'hui les classes moyennes.",C1,4,155,23,5.782608695652174,"Counter({'NOUN': 6, 'ADP': 5, 'ADV': 4, 'ADJ': 4, 'PUNCT': 4, 'DET': 4})",22,0.9565217391304348,3,5,23,1
3111,À la fois graphiste et journaliste: le directeur artistique du quotidien espagnol La Vanguardia (Barcelone) publie régulièrement un éditorial sous forme d'infographie,C1,4,166,22,6.590909090909091,"Counter({'NOUN': 9, 'ADP': 4, 'DET': 4, 'PUNCT': 3, 'VERB': 2, 'CCONJ': 1, 'ADJ': 1, 'PROPN': 1, 'ADV': 1})",22,1.0,1,11,22,1
3112,Merci pour l'effort.,A1,0,20,3,6.0,"Counter({'NOUN': 2, 'ADP': 1, 'DET': 1, 'PUNCT': 1})",3,1.0,0,1,3,0
3113,"Je lui écrivisse la suppliai de m'accorder une dernière entrevue ; je lui peignis en termes déchirants mon désespoir, les projets funestes que m'inspirait sa cruelle détermination.",C2,5,180,27,5.703703703703703,"Counter({'PRON': 7, 'VERB': 6, 'NOUN': 5, 'DET': 4, 'ADJ': 4, 'PUNCT': 3, 'ADP': 2})",26,0.9629629629629629,2,10,27,1
3114,"Malheureusement, la batterie ne marche pas.",A1,0,43,6,6.333333333333333,"Counter({'PUNCT': 2, 'ADV': 2, 'PROPN': 1, 'DET': 1, 'NOUN': 1, 'VERB': 1})",6,1.0,1,2,6,0
3115,Mais le marché est loin de leur maison et ils ne peuvent pas y aller à pied,A2,1,77,17,3.588235294117647,"Counter({'NOUN': 3, 'ADV': 3, 'CCONJ': 2, 'DET': 2, 'AUX': 2, 'PRON': 2, 'VERB': 2, 'ADP': 1})",17,1.0,0,0,17,1
3116,Jamais.,A2,1,7,1,7.0,"Counter({'ADV': 1, 'PUNCT': 1})",1,1.0,0,0,1,0
3117,"Si l'héritage britannique au nord de l'Amérique ou ibérique au sud du Rio Grande est à la fois ancien et durable, les traces néerlandaises en Indonésie ou françaises en Indochine sont presque effacées.",C2,5,201,33,5.121212121212121,"Counter({'NOUN': 8, 'ADP': 7, 'DET': 4, 'ADJ': 4, 'PROPN': 4, 'CCONJ': 3, 'AUX': 2, 'PUNCT': 2, 'SCONJ': 1, 'ADV': 1, 'VERB': 1})",30,0.9090909090909091,1,10,33,1
3118,"Vous parlez de la loi en général, mais vous oubliez de préciser que ce texte n'est pas voté!",B1,2,92,18,4.166666666666667,"Counter({'VERB': 4, 'ADP': 3, 'NOUN': 3, 'PRON': 2, 'DET': 2, 'PUNCT': 2, 'ADV': 2, 'CCONJ': 1, 'SCONJ': 1, 'AUX': 1})",17,0.9444444444444444,1,2,18,1
3119,"La taille des ménages est à cet égard un facteur important: les ménages issus de la migration, qui sont en général plus grands, doivent partager leurs revenus et leur patrimoine entre plus de personnes que les ménages non issus de la migration.",C1,4,244,42,4.833333333333333,"Counter({'NOUN': 12, 'DET': 9, 'ADP': 7, 'ADJ': 4, 'PUNCT': 4, 'ADV': 3, 'AUX': 2, 'PRON': 2, 'VERB': 2, 'CCONJ': 1})",34,0.8095238095238095,3,6,42,1
3120,"Les grainetiers, les grands grainetiers québécois n'ont plus de stock, et donc l'approvisionnement est rendu difficile.",B2,3,119,16,6.5,"Counter({'DET': 3, 'PUNCT': 3, 'ADV': 3, 'VERB': 3, 'NOUN': 2, 'ADJ': 2, 'PRON': 1, 'ADP': 1, 'PROPN': 1, 'CCONJ': 1, 'AUX': 1})",16,1.0,2,5,16,1
3121,"Et soudain elle est devant moi, mes lunettes à la main.",A2,1,55,11,4.090909090909091,"Counter({'PRON': 2, 'ADP': 2, 'PUNCT': 2, 'DET': 2, 'NOUN': 2, 'CCONJ': 1, 'ADV': 1, 'AUX': 1})",11,1.0,1,1,11,0
3122,"Se reconvertir, mode d'emploi, les deux auteures donnent des indices.",C1,4,69,10,6.0,"Counter({'PUNCT': 3, 'NOUN': 3, 'VERB': 2, 'DET': 2, 'PRON': 1, 'ADP': 1, 'NUM': 1, 'ADJ': 1})",10,1.0,2,4,10,0
3123,"Nous avons interrogé en Belgique trente couples mixtes, c'est-à-dire composés de deux personnes de nationalités différentes.",B2,3,124,16,6.8125,"Counter({'ADV': 6, 'ADP': 3, 'NOUN': 3, 'VERB': 2, 'NUM': 2, 'ADJ': 2, 'PUNCT': 2, 'PRON': 1, 'AUX': 1, 'PROPN': 1})",15,0.9375,1,7,16,1
3124,"Des divergences profondes peuvent apparaître dans les orientations proposées par chacun d'entre eux en matière de respect de l'autorité, de liberté, d'exercice des responsabilités, de dispense de câlins, etc.",C2,5,208,29,6.206896551724138,"Counter({'ADP': 12, 'NOUN': 10, 'PUNCT': 4, 'DET': 3, 'VERB': 3, 'PRON': 2, 'ADJ': 1, 'ADV': 1})",25,0.8620689655172413,4,10,29,1
3125,C'est exactement ce que je dis.,A2,1,31,6,4.333333333333333,"Counter({'PRON': 3, 'ADV': 2, 'AUX': 1, 'SCONJ': 1, 'PUNCT': 1})",6,1.0,0,1,6,0
3126,J'aime beaucoup ce manteau noir.,A1,0,32,5,5.6,"Counter({'PRON': 1, 'VERB': 1, 'ADV': 1, 'DET': 1, 'NOUN': 1, 'ADJ': 1, 'PUNCT': 1})",5,1.0,0,1,5,0
3127,"Tout cela réintroduit du secret, de l'oxygène et du ciel bleu dans la cohabitation entre parents et enfants, même s'il faut discuter de nouvelles normes d'usage afin de maintenir la convivialité et les liens familiaux.",B2,3,218,35,5.257142857142857,"Counter({'NOUN': 10, 'ADP': 7, 'DET': 5, 'ADJ': 4, 'VERB': 4, 'PUNCT': 3, 'CCONJ': 3, 'PRON': 2, 'ADV': 2, 'SCONJ': 1})",29,0.8285714285714286,2,9,35,1
3128,Maintenant vous comprenez mon excitation,B2,3,40,5,7.2,"Counter({'NOUN': 2, 'PRON': 1, 'VERB': 1, 'DET': 1})",5,1.0,0,3,5,0
3129,"Excusez-moi, où est la gare ?",A1,0,29,6,4.0,"Counter({'PRON': 2, 'PUNCT': 2, 'PROPN': 1, 'AUX': 1, 'DET': 1, 'NOUN': 1})",6,1.0,1,1,6,0
3130,"Étudier la différence entre un langage naturel et un langage informatique, c'est intéressant quand on enseigne le français.",C2,5,123,18,5.888888888888889,"Counter({'DET': 4, 'NOUN': 4, 'ADJ': 3, 'VERB': 2, 'PUNCT': 2, 'PRON': 2, 'ADP': 1, 'CCONJ': 1, 'AUX': 1, 'SCONJ': 1})",16,0.8888888888888888,1,5,18,1
3131,Peux-tu parler plus lentement?,A1,0,30,4,6.75,"Counter({'ADV': 3, 'PROPN': 2, 'VERB': 1, 'PUNCT': 1})",4,1.0,0,1,4,0
3132,"Une déclaration qui tranche avec celle qu'elle a tenue au site Reporterre, le 25 février.",C1,4,89,15,5.0,"Counter({'PRON': 4, 'NOUN': 3, 'DET': 2, 'ADP': 2, 'PUNCT': 2, 'ADJ': 1, 'AUX': 1, 'VERB': 1, 'PROPN': 1, 'NUM': 1})",15,1.0,1,3,15,0
3133,Ils seront tous à la maison ce soir.,A1,0,36,8,3.625,"Counter({'DET': 2, 'NOUN': 2, 'PRON': 1, 'AUX': 1, 'ADJ': 1, 'ADP': 1, 'PUNCT': 1})",8,1.0,0,0,8,0
3134,J'aime le fromage,A1,0,17,3,5.0,"Counter({'PRON': 1, 'VERB': 1, 'DET': 1, 'NOUN': 1})",3,1.0,0,0,3,0
3135,Tout le monde a bien mangé.,A1,0,27,6,3.6666666666666665,"Counter({'ADJ': 1, 'DET': 1, 'NOUN': 1, 'AUX': 1, 'ADV': 1, 'PROPN': 1, 'PUNCT': 1})",6,1.0,0,0,6,0
3136,"Abandonnez sans état d'âme le traditionnel cahier de vacances que les trois quarts des enfants ne terminent pas : la liste des produits alternatifs qui visent à ""faire aimer"" autant qu'à ""faire réviser"" est longue",C2,5,218,35,5.257142857142857,"Counter({'NOUN': 7, 'ADP': 5, 'ADJ': 5, 'VERB': 5, 'PUNCT': 5, 'PRON': 3, 'DET': 3, 'ADV': 3, 'AUX': 2, 'PROPN': 1, 'NUM': 1, 'SCONJ': 1})",33,0.9428571428571428,1,7,35,1
3137,"Une étude effectuée dans les années 1990 auprès d'un groupe de professeurs de physique de quatrième, des deux sexes, a révélé qu'entre deux bonnes copies, l'une rédigée par un garçon, l'autre par une fille, les enseignants notaient plus favorablement celle du garçon.",C1,4,267,42,5.380952380952381,"Counter({'NOUN': 11, 'DET': 10, 'ADP': 9, 'PUNCT': 6, 'ADV': 4, 'VERB': 3, 'NUM': 3, 'ADJ': 3, 'AUX': 1, 'SCONJ': 1, 'PRON': 1})",37,0.8809523809523809,5,8,42,1
3138,Qu'est-ce que tu vas faire l'année prochaine,A1,0,44,7,5.428571428571429,"Counter({'PRON': 3, 'VERB': 2, 'AUX': 1, 'SCONJ': 1, 'DET': 1, 'NOUN': 1, 'ADJ': 1})",7,1.0,0,2,7,0
3139,Mieux valait oublier le mauvais plaisantin qui m'avait posé un lapin.,C2,5,69,11,5.363636363636363,"Counter({'VERB': 3, 'DET': 2, 'ADJ': 2, 'PRON': 2, 'ADV': 1, 'AUX': 1, 'NOUN': 1, 'PUNCT': 1})",11,1.0,0,1,11,0
3140,"Il décrivait aussi les longues arènes entourées de gradins où s'exerçaient les jeunes hommes, le labeur patient par lequel ceux-ci se préparaient aux jeux, et les soins incessants qui, après de longues années, leur méritaient les odes des poètes, les acclamations de la foule et les honneurs des cités.",B2,3,302,49,5.183673469387755,"Counter({'NOUN': 14, 'DET': 10, 'PRON': 9, 'ADP': 7, 'PUNCT': 6, 'VERB': 5, 'ADJ': 4, 'CCONJ': 2, 'ADV': 1})",39,0.7959183673469388,5,8,49,1
3141,Salut tout le monde,A1,0,19,4,4.0,"Counter({'PROPN': 1, 'ADJ': 1, 'DET': 1, 'NOUN': 1})",4,1.0,0,0,4,0
3142,"Je me disais voilà les produits que l'on utilise actuellement ne sont pas d'origine naturelle, clairement pas",B1,2,109,17,5.470588235294118,"Counter({'PRON': 5, 'ADV': 5, 'VERB': 3, 'DET': 2, 'NOUN': 2, 'AUX': 1, 'ADJ': 1, 'PUNCT': 1})",16,0.9411764705882353,1,5,17,1
3143,Il sera content de te voir.,A1,0,27,6,3.6666666666666665,"Counter({'PRON': 2, 'AUX': 1, 'ADV': 1, 'ADP': 1, 'VERB': 1, 'PUNCT': 1})",6,1.0,0,0,6,0
3144,Le service des affaires socio-culturelles de l'Université,A1,0,57,7,7.285714285714286,"Counter({'DET': 2, 'NOUN': 2, 'ADP': 2, 'ADJ': 1, 'PROPN': 1})",7,1.0,0,3,7,0
3145,"Après qu'il eut révélé son terrible secret, il se sentit soulagé",C2,5,64,11,4.909090909090909,"Counter({'PRON': 3, 'VERB': 2, 'ADJ': 2, 'ADP': 1, 'SCONJ': 1, 'AUX': 1, 'DET': 1, 'NOUN': 1, 'PUNCT': 1})",11,1.0,1,1,11,0
3146,"En particulier, chez les adolescents qui perçoivent leur réseau amical dans la vie réelle comme étant de faible qualité, les longues durées passées sur Facebook sont associées à davantage de troubles dépressifs et d'anxiété sociale.",C1,4,232,35,5.6571428571428575,"Counter({'ADP': 9, 'ADJ': 8, 'NOUN': 7, 'DET': 4, 'PUNCT': 3, 'VERB': 2, 'AUX': 2, 'PRON': 1, 'PROPN': 1, 'ADV': 1, 'CCONJ': 1})",33,0.9428571428571428,2,11,35,1
3147,"Bien que, en ce sens, différentes réactions synthétiques puissent avoir lieu indépendamment des êtres vivants, il est d'usage de ne désigner par ce mot que la capacité des végétaux chlorophylliens à assimiler le dioxyde de carbone ou gaz carbonique, à la lumière, avec formation de substances organiques.",C1,4,304,47,5.48936170212766,"Counter({'NOUN': 15, 'ADP': 10, 'DET': 7, 'PUNCT': 6, 'VERB': 6, 'ADJ': 4, 'ADV': 2, 'SCONJ': 2, 'PRON': 1, 'CCONJ': 1})",41,0.8723404255319149,5,16,47,1
3148,Tu rêves de partir.,A1,0,19,4,4.0,"Counter({'VERB': 2, 'ADV': 1, 'ADP': 1, 'PUNCT': 1})",4,1.0,0,0,4,0
3149,"Le nouveau père est un père moderne , qui change des couches, raconte des histoires, concocte des purées carotte - avocat - céleri.",B2,3,131,23,4.739130434782608,"Counter({'NOUN': 8, 'PUNCT': 6, 'DET': 4, 'ADJ': 4, 'AUX': 1, 'PRON': 1, 'ADP': 1, 'PROPN': 1})",19,0.8260869565217391,3,3,23,1
3150,"Pour courir le moins de risques possible, il chargea le bon abbé Blanès, curé de Grianta, de faire continuera Fabrice ses études en latin.",C1,4,138,24,4.791666666666667,"Counter({'ADP': 5, 'NOUN': 5, 'VERB': 4, 'PUNCT': 4, 'DET': 3, 'PROPN': 3, 'ADJ': 2, 'PRON': 1, 'AUX': 1})",21,0.875,3,3,24,1
3151,"Mes frères et moi parlons français, italien et allemand à la maison",A1,0,67,12,4.666666666666667,"Counter({'PROPN': 2, 'NOUN': 2, 'CCONJ': 2, 'ADJ': 2, 'PRON': 1, 'VERB': 1, 'PUNCT': 1, 'ADP': 1, 'DET': 1})",11,0.9166666666666666,1,2,12,0
3152,Je prends congé aujourd'hui : je suis fatigué et j'ai besoin de repos.,A2,1,70,13,4.461538461538462,"Counter({'PRON': 3, 'NOUN': 3, 'VERB': 3, 'PUNCT': 2, 'ADV': 1, 'AUX': 1, 'CCONJ': 1, 'ADP': 1})",13,1.0,1,1,13,0
3153,Un lieu un peu trop bruyant surtout en fin de semaine.,B1,2,54,11,4.0,"Counter({'NOUN': 3, 'ADV': 3, 'DET': 2, 'ADP': 2, 'VERB': 1, 'PUNCT': 1})",11,1.0,0,1,11,0
3154,"Cette réaction est réalisée dans des organites intracellulaires spécialisés, les chloroplastes, porteurs de pigments photorécepteurs, tels que les chlorophylles, les caroténoïdes.",C1,4,179,21,7.571428571428571,"Counter({'NOUN': 7, 'DET': 5, 'PUNCT': 5, 'ADJ': 3, 'VERB': 2, 'ADP': 2, 'AUX': 1, 'SCONJ': 1})",19,0.9047619047619048,4,11,21,1
3155,Des mesures vont être prises par le ministre de la santé oublique,B1,2,65,12,4.5,"Counter({'DET': 3, 'NOUN': 3, 'VERB': 2, 'ADP': 2, 'AUX': 1, 'ADJ': 1})",12,1.0,0,2,12,0
3156,"Les maisons neuves, crépies de frais, étaient entourées de jardins potagers où poussaient, mélangés mais alignés, les légumes et les fleurs, les choux et les rosiers, les poireaux et les gueules-de-loup, les céleris et les anémones.",C1,4,232,36,5.472222222222222,"Counter({'NOUN': 13, 'DET': 9, 'PUNCT': 8, 'CCONJ': 5, 'VERB': 3, 'ADP': 2, 'ADJ': 1, 'AUX': 1, 'PRON': 1, 'PROPN': 1})",25,0.6944444444444444,7,9,36,1
3157,Il fait une promenade sur le Vieux Port,B1,2,39,8,4.0,"Counter({'DET': 2, 'PROPN': 2, 'PRON': 1, 'VERB': 1, 'NOUN': 1, 'ADP': 1})",8,1.0,0,1,8,0
3158,"Il explore souvent les possibilités de mise en forme des données et des statistiques pour illustrer une réflexion, un point de vue voire pour dénoncer l'absurdité qui consiste à tout traduire par des statistiques",C1,4,212,34,5.264705882352941,"Counter({'NOUN': 10, 'ADP': 8, 'DET': 7, 'VERB': 4, 'PRON': 2, 'ADV': 2, 'CCONJ': 1, 'PUNCT': 1, 'ADJ': 1})",29,0.8529411764705882,1,9,34,1
3159,Prenons l'exemple du roquefort dont la fabrication remonte au moins au onzième siècle.,B2,3,86,13,5.6923076923076925,"Counter({'NOUN': 6, 'ADP': 3, 'DET': 2, 'PRON': 1, 'ADJ': 1, 'ADV': 1, 'PUNCT': 1})",12,0.9230769230769231,0,3,13,0
3160,Nous lisions ensemble des poètes anglais ; nous nous promenions ensemble.,C2,5,73,11,5.7272727272727275,"Counter({'PRON': 3, 'ADJ': 3, 'VERB': 2, 'PUNCT': 2, 'ADP': 1, 'NOUN': 1})",10,0.9090909090909091,1,3,11,0
3161,Je leur donnai le bijou seulement après qu'ils l'eurent payé.,C2,5,61,10,5.2,"Counter({'DET': 3, 'PRON': 2, 'VERB': 2, 'ADV': 2, 'NOUN': 1, 'ADP': 1, 'SCONJ': 1, 'PUNCT': 1})",10,1.0,0,2,10,0
3162,"Je resterai, néanmoins, fidèle à ma règle habituelle, qui consiste à accorder la préférence aux affaires dont l'intérêt provient moins de la sauvagerie du crime que de l'ingéniosité et de l'imprévu de la solution.",C2,5,213,34,5.294117647058823,"Counter({'NOUN': 9, 'ADP': 8, 'DET': 7, 'VERB': 4, 'PUNCT': 4, 'ADV': 4, 'PRON': 3, 'ADJ': 1, 'CCONJ': 1})",28,0.8235294117647058,3,13,34,1
3163,Le chien est le meilleur ami de l'homme.,A1,0,40,8,4.125,"Counter({'DET': 3, 'NOUN': 3, 'AUX': 1, 'ADJ': 1, 'ADP': 1, 'PUNCT': 1})",8,1.0,0,2,8,0
3164,"En province, les centres d'administration laïque ou cléricale, les sièges de parlements groupent des ecclésiastiques et des laïques instruits en nombre considérable, ils copient les salons et créent des centres locaux, lieux d'échange des idées.",C2,5,245,35,6.0285714285714285,"Counter({'NOUN': 12, 'ADP': 8, 'ADJ': 6, 'PUNCT': 5, 'DET': 4, 'CCONJ': 3, 'VERB': 3, 'PRON': 1})",28,0.8,4,9,35,1
3165,Enfin il délivra de l'aspect de sa grosse figure blafarde la joyeuse troupe qui n'osait rire en sa présence.,C1,4,108,19,4.7368421052631575,"Counter({'VERB': 4, 'DET': 4, 'NOUN': 4, 'ADP': 3, 'ADV': 2, 'PRON': 2, 'ADJ': 2, 'PUNCT': 1})",17,0.8947368421052632,0,3,19,1
3166,Je suis américain.,A1,0,18,3,5.333333333333333,"Counter({'PRON': 1, 'AUX': 1, 'ADJ': 1, 'PUNCT': 1})",3,1.0,0,1,3,0
3167,"Une après-midi du mois de juin, Fabrice entendit une forte canonnade assez éloignée.",B2,3,84,13,5.538461538461538,"Counter({'NOUN': 4, 'DET': 2, 'ADP': 2, 'PUNCT': 2, 'VERB': 2, 'PROPN': 1, 'ADJ': 1, 'ADV': 1})",13,1.0,1,4,13,0
3168,On a besoin de faire une pause.,A1,0,31,7,3.5714285714285716,"Counter({'VERB': 2, 'NOUN': 2, 'PRON': 1, 'ADP': 1, 'DET': 1, 'PUNCT': 1})",7,1.0,0,0,7,0
3169,"A cause de la pollution, j'ai le cancer des poumons.",B1,2,52,10,4.3,"Counter({'NOUN': 4, 'ADP': 3, 'DET': 2, 'PUNCT': 2, 'PRON': 1, 'VERB': 1})",10,1.0,1,2,10,0
3170,Le pire coupable est ici la pratique quasi universelle du doublage des films et séries télévisées,C2,5,97,16,5.125,"Counter({'NOUN': 5, 'ADJ': 3, 'DET': 2, 'VERB': 2, 'ADP': 2, 'ADV': 1, 'CCONJ': 1})",16,1.0,0,5,16,1
3171,"En règle générale, l'exploitation sélective qui en résulte n'entraîne pas de déboisement massif.",B2,3,96,13,6.461538461538462,"Counter({'ADJ': 3, 'ADV': 3, 'NOUN': 2, 'PUNCT': 2, 'DET': 2, 'PRON': 2, 'VERB': 2, 'ADP': 1})",13,1.0,1,5,13,0
3172,"Tout en haut de la tour Eiffel, il y a des antennes qui émettent les programmes de radio et de télévision",B1,2,105,21,4.0476190476190474,"Counter({'NOUN': 5, 'ADP': 4, 'DET': 3, 'PRON': 3, 'VERB': 2, 'ADV': 1, 'ADJ': 1, 'PROPN': 1, 'PUNCT': 1, 'CCONJ': 1})",19,0.9047619047619048,1,4,21,1
3173,"À la fin du repas, il doit se battre avec un chien pour ramener à sa mère un os avec un peu de viande autour.",B1,2,109,25,3.4,"Counter({'ADP': 7, 'NOUN': 6, 'DET': 5, 'VERB': 3, 'PUNCT': 2, 'PRON': 2, 'ADV': 2})",22,0.88,1,0,25,1
3174,"En mode Scénario Bombe, les terroristes doivent poser une bombe et la faire exploser ou bien éliminer la totalité des antiterroristes.",B2,3,134,21,5.428571428571429,"Counter({'NOUN': 5, 'VERB': 5, 'DET': 3, 'ADP': 2, 'PUNCT': 2, 'CCONJ': 2, 'ADJ': 1, 'PROPN': 1, 'PRON': 1, 'ADV': 1})",20,0.9523809523809523,1,6,21,1
3175,"Franny Stone et son mari Niall, ornithologue, ont été aux avant-postes du crépuscule de la biodiversité.",C1,4,104,16,5.5625,"Counter({'NOUN': 6, 'PUNCT': 3, 'ADP': 3, 'PROPN': 2, 'DET': 2, 'AUX': 2, 'CCONJ': 1})",16,1.0,2,4,16,1
3176,"Je t'écris de France, où je vis avec ma famille depuis deux mois",B1,2,64,13,4.0,"Counter({'PRON': 4, 'ADP': 3, 'VERB': 2, 'NOUN': 2, 'PROPN': 1, 'PUNCT': 1, 'DET': 1, 'NUM': 1})",13,1.0,1,0,13,0
3177,"Appuyez sur le bouton ""Marche"", en bas à droite de la machine.",A2,1,62,12,4.25,"Counter({'ADP': 4, 'NOUN': 4, 'PUNCT': 4, 'PROPN': 2, 'DET': 2})",12,1.0,1,2,12,0
3178,"Une fois franchi le seuil de l'entrée, on peut apercevoir, dans un coin, un tas de chaussures sombres, puis, tel un arc-en-ciel, une rangée de téléphones portables.",B2,3,164,27,5.111111111111111,"Counter({'NOUN': 9, 'DET': 7, 'PUNCT': 7, 'ADP': 4, 'VERB': 3, 'ADJ': 3, 'PRON': 1, 'CCONJ': 1})",23,0.8518518518518519,6,7,27,1
3179,"Si vous aviez cherché ces dossiers, vous les auriez trouvés.",B2,3,60,10,5.1,"Counter({'VERB': 3, 'PRON': 2, 'DET': 2, 'NOUN': 2, 'PUNCT': 2, 'SCONJ': 1})",9,0.9,1,2,10,0
3180,"Les incidents sont disposés et gradués vers le point culminant et l'effet de la fin, qui est un événement capital et décisif, satisfaisant toutes les curiosités éveillées au début, mettant une barrière à l'intérêt, et terminant si complètement l'histoire.",B2,3,255,39,5.564102564102564,"Counter({'NOUN': 11, 'DET': 9, 'VERB': 7, 'PUNCT': 5, 'CCONJ': 4, 'ADP': 4, 'AUX': 2, 'ADJ': 2, 'PRON': 1, 'SCONJ': 1, 'ADV': 1})",36,0.9230769230769231,4,13,39,1
3181,"Elle est arrivée blessée à la consultation médicale, mais souriante.",B2,3,68,10,5.9,"Counter({'VERB': 2, 'ADJ': 2, 'PUNCT': 2, 'PRON': 1, 'AUX': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1, 'CCONJ': 1})",10,1.0,1,3,10,0
3182,"Elle est arrivée le jour de la rentrée, le 5 septembre.",A2,1,55,11,4.090909090909091,"Counter({'DET': 3, 'NOUN': 3, 'PUNCT': 2, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'ADP': 1, 'NUM': 1})",10,0.9090909090909091,1,2,11,0
3183,Je ne sais pas.,A1,0,15,4,3.0,"Counter({'ADV': 2, 'PRON': 1, 'VERB': 1, 'PUNCT': 1})",4,1.0,0,0,4,0
3184,Tu voudrais aller à la plage cet après-midi pour chercher des coquillages ?,A2,1,75,13,4.846153846153846,"Counter({'VERB': 3, 'DET': 3, 'NOUN': 3, 'ADP': 2, 'PRON': 1, 'PUNCT': 1})",13,1.0,0,4,13,0
3185,"finalement, ces pédagogies qui peuvent se répandre sans contrôle institutionnel, sans cohérence aussi entre les enseignants ?",C2,5,125,17,6.411764705882353,"Counter({'NOUN': 4, 'PUNCT': 3, 'ADP': 3, 'ADV': 2, 'DET': 2, 'PRON': 2, 'VERB': 2, 'ADJ': 1})",16,0.9411764705882353,2,7,17,1
